"GEO_ID","NAME","B19083_001E","B19083_001M"
"id","Geographic Area Name","Estimate!!Gini Index","Margin of Error!!Gini Index"
"0500000US36013","Chautauqua County, New York","0.4543","0.0216"
"0500000US36015","Chemung County, New York","0.4235","0.0235"
"0500000US36019","Clinton County, New York","0.4950","0.0975"
"0500000US36027","Dutchess County, New York","0.4689","0.0169"
"0500000US36029","Erie County, New York","0.4607","0.0097"
"0500000US36045","Jefferson County, New York","0.4167","0.0306"
"0500000US36047","Kings County, New York","0.5187","0.0066"
"0500000US36051","Livingston County, New York","0.4526","0.0406"
"0500000US36053","Madison County, New York","0.4653","0.0313"
"0500000US36055","Monroe County, New York","0.4684","0.0125"
"0500000US36059","Nassau County, New York","0.4593","0.0082"
"0500000US36061","New York County, New York","0.5932","0.0089"
"0500000US36063","Niagara County, New York","0.4449","0.0158"
"0500000US36065","Oneida County, New York","0.4405","0.0179"
"0500000US36067","Onondaga County, New York","0.4761","0.0131"
"0500000US36069","Ontario County, New York","0.4494","0.0304"
"0500000US36071","Orange County, New York","0.4450","0.0219"
"0500000US36075","Oswego County, New York","0.4306","0.0266"
"0500000US36079","Putnam County, New York","0.4038","0.0304"
"0500000US36081","Queens County, New York","0.4529","0.0071"
"0500000US36083","Rensselaer County, New York","0.4102","0.0149"
"0500000US36085","Richmond County, New York","0.4448","0.0172"
"0500000US36087","Rockland County, New York","0.4719","0.0219"
"0500000US36089","St. Lawrence County, New York","0.4623","0.0226"
"0500000US36091","Saratoga County, New York","0.4025","0.0156"
"0500000US36093","Schenectady County, New York","0.4284","0.0189"
"0500000US36101","Steuben County, New York","0.4490","0.0274"
"0500000US36103","Suffolk County, New York","0.4487","0.0100"
"0500000US36105","Sullivan County, New York","0.4431","0.0289"
"0500000US36109","Tompkins County, New York","0.5391","0.0302"
"0500000US36111","Ulster County, New York","0.4679","0.0290"
"0500000US36113","Warren County, New York","0.4386","0.0230"
"0500000US36117","Wayne County, New York","0.4604","0.0327"
"0500000US36119","Westchester County, New York","0.5304","0.0098"
"0500000US37001","Alamance County, North Carolina","0.4365","0.0214"
"0500000US37019","Brunswick County, North Carolina","0.4436","0.0296"
"0500000US37021","Buncombe County, North Carolina","0.4642","0.0205"
"0500000US37023","Burke County, North Carolina","0.4457","0.0300"
"0500000US37025","Cabarrus County, North Carolina","0.4358","0.0185"
"0500000US37027","Caldwell County, North Carolina","0.3984","0.0262"
"0500000US37031","Carteret County, North Carolina","0.4722","0.0420"
"0500000US37035","Catawba County, North Carolina","0.4840","0.0350"
"0500000US37037","Chatham County, North Carolina","0.4886","0.0334"
"0500000US37045","Cleveland County, North Carolina","0.4890","0.0482"
"0500000US37049","Craven County, North Carolina","0.4462","0.0273"
"0500000US37051","Cumberland County, North Carolina","0.4497","0.0152"
"0500000US37057","Davidson County, North Carolina","0.4297","0.0212"
"0500000US37063","Durham County, North Carolina","0.4530","0.0169"
"0500000US37067","Forsyth County, North Carolina","0.4861","0.0171"
"0500000US37069","Franklin County, North Carolina","0.3689","0.0264"
"0500000US37071","Gaston County, North Carolina","0.4460","0.0155"
"0500000US37081","Guilford County, North Carolina","0.4807","0.0184"
"0500000US37085","Harnett County, North Carolina","0.4081","0.0173"
"0500000US37089","Henderson County, North Carolina","0.4336","0.0339"
"0500000US37097","Iredell County, North Carolina","0.4473","0.0213"
"0500000US37101","Johnston County, North Carolina","0.4555","0.0368"
"0500000US37109","Lincoln County, North Carolina","0.4398","0.0256"
"0500000US37119","Mecklenburg County, North Carolina","0.4947","0.0111"
"0500000US37125","Moore County, North Carolina","0.4556","0.0408"
"0500000US37127","Nash County, North Carolina","0.4747","0.0776"
"0500000US37129","New Hanover County, North Carolina","0.4798","0.0164"
"0500000US37133","Onslow County, North Carolina","0.4534","0.0413"
"0500000US37135","Orange County, North Carolina","0.5099","0.0208"
"0500000US37147","Pitt County, North Carolina","0.4808","0.0310"
"0500000US37151","Randolph County, North Carolina","0.4094","0.0276"
"0500000US37155","Robeson County, North Carolina","0.4950","0.0332"
"0500000US37157","Rockingham County, North Carolina","0.4290","0.0219"
"0500000US37159","Rowan County, North Carolina","0.4286","0.0223"
"0500000US37161","Rutherford County, North Carolina","0.4616","0.0432"
"0500000US37171","Surry County, North Carolina","0.4601","0.0278"
"0500000US37179","Union County, North Carolina","0.4420","0.0139"
"0500000US37183","Wake County, North Carolina","0.4498","0.0108"
"0500000US37191","Wayne County, North Carolina","0.4494","0.0458"
"0500000US37193","Wilkes County, North Carolina","0.4414","0.0367"
"0500000US37195","Wilson County, North Carolina","0.5066","0.0310"
"0500000US38015","Burleigh County, North Dakota","0.4558","0.0415"
"0500000US38017","Cass County, North Dakota","0.4653","0.0239"
"0500000US38035","Grand Forks County, North Dakota","0.4528","0.0314"
"0500000US38101","Ward County, North Dakota","0.4149","0.0505"
"0500000US39003","Allen County, Ohio","0.3880","0.0219"
"0500000US39007","Ashtabula County, Ohio","0.4859","0.0504"
"0500000US39009","Athens County, Ohio","0.4866","0.0308"
"0500000US39013","Belmont County, Ohio","0.4420","0.0297"
"0500000US39017","Butler County, Ohio","0.4444","0.0152"
"0500000US39023","Clark County, Ohio","0.4443","0.0213"
"0500000US39025","Clermont County, Ohio","0.4443","0.0224"
"0500000US39029","Columbiana County, Ohio","0.4043","0.0244"
"0500000US39035","Cuyahoga County, Ohio","0.4957","0.0076"
"0500000US39041","Delaware County, Ohio","0.4244","0.0172"
"0500000US39043","Erie County, Ohio","0.4720","0.0923"
"0500000US39045","Fairfield County, Ohio","0.4171","0.0215"
"0500000US39049","Franklin County, Ohio","0.4633","0.0094"
"0500000US39055","Geauga County, Ohio","0.4487","0.0287"
"0500000US39057","Greene County, Ohio","0.4454","0.0234"
"0500000US39061","Hamilton County, Ohio","0.5036","0.0109"
"0500000US39063","Hancock County, Ohio","0.4613","0.0571"
"0500000US39081","Jefferson County, Ohio","0.4374","0.0269"
"0500000US39085","Lake County, Ohio","0.4014","0.0166"
"0500000US39089","Licking County, Ohio","0.4515","0.0294"
"0500000US39093","Lorain County, Ohio","0.4623","0.0204"
"0500000US39095","Lucas County, Ohio","0.4925","0.0166"
"0500000US39099","Mahoning County, Ohio","0.4572","0.0185"
"0500000US39101","Marion County, Ohio","0.5037","0.0647"
"0500000US39103","Medina County, Ohio","0.4178","0.0170"
"0500000US39109","Miami County, Ohio","0.4318","0.0459"
"0500000US39113","Montgomery County, Ohio","0.4636","0.0151"
"0500000US39119","Muskingum County, Ohio","0.4334","0.0333"
"0500000US39133","Portage County, Ohio","0.4382","0.0199"
"0500000US39139","Richland County, Ohio","0.4351","0.0441"
"0500000US39141","Ross County, Ohio","0.4645","0.0444"
"0500000US39145","Scioto County, Ohio","0.4441","0.0306"
"0500000US39151","Stark County, Ohio","0.4437","0.0167"
"0500000US39153","Summit County, Ohio","0.4946","0.0186"
"0500000US39155","Trumbull County, Ohio","0.4707","0.0250"
"0500000US39157","Tuscarawas County, Ohio","0.4213","0.0269"
"0500000US39165","Warren County, Ohio","0.4392","0.0264"
"0500000US39169","Wayne County, Ohio","0.4176","0.0242"
"0500000US39173","Wood County, Ohio","0.4381","0.0200"
"0500000US40017","Canadian County, Oklahoma","0.3921","0.0207"
"0500000US40027","Cleveland County, Oklahoma","0.4415","0.0222"
"0500000US40031","Comanche County, Oklahoma","0.4334","0.0314"
"0500000US40037","Creek County, Oklahoma","0.4428","0.0305"
"0500000US40101","Muskogee County, Oklahoma","0.5051","0.0429"
"0500000US40109","Oklahoma County, Oklahoma","0.4961","0.0141"
"0500000US40119","Payne County, Oklahoma","0.4904","0.0374"
"0500000US40125","Pottawatomie County, Oklahoma","0.4564","0.0453"
"0500000US40131","Rogers County, Oklahoma","0.4103","0.0268"
"0500000US40143","Tulsa County, Oklahoma","0.4958","0.0100"
"0500000US40145","Wagoner County, Oklahoma","0.4263","0.0257"
"0500000US41003","Benton County, Oregon","0.4502","0.0253"
"0500000US41005","Clackamas County, Oregon","0.4426","0.0169"
"0500000US41017","Deschutes County, Oregon","0.4391","0.0201"
"0500000US41019","Douglas County, Oregon","0.4121","0.0246"
"0500000US41029","Jackson County, Oregon","0.4509","0.0178"
"0500000US41033","Josephine County, Oregon","0.4313","0.0303"
"0500000US41035","Klamath County, Oregon","0.4499","0.0355"
"0500000US41039","Lane County, Oregon","0.4674","0.0225"
"0500000US41043","Linn County, Oregon","0.3981","0.0271"
"0500000US41047","Marion County, Oregon","0.4100","0.0175"
"0500000US41051","Multnomah County, Oregon","0.4626","0.0097"
"0500000US41053","Polk County, Oregon","0.4001","0.0262"
"0500000US41059","Umatilla County, Oregon","0.4208","0.0283"
"0500000US41067","Washington County, Oregon","0.4301","0.0147"
"0500000US41071","Yamhill County, Oregon","0.3967","0.0207"
"0500000US42001","Adams County, Pennsylvania","0.4171","0.0229"
"0500000US42003","Allegheny County, Pennsylvania","0.4843","0.0115"
"0500000US42005","Armstrong County, Pennsylvania","0.4065","0.0245"
"0500000US42007","Beaver County, Pennsylvania","0.4330","0.0182"
"0500000US42011","Berks County, Pennsylvania","0.4255","0.0150"
"0500000US42013","Blair County, Pennsylvania","0.4444","0.0237"
"0500000US42017","Bucks County, Pennsylvania","0.4446","0.0124"
"0500000US42019","Butler County, Pennsylvania","0.4554","0.0212"
"0500000US42021","Cambria County, Pennsylvania","0.4546","0.0252"
"0500000US42025","Carbon County, Pennsylvania","0.4375","0.0477"
"0500000US42027","Centre County, Pennsylvania","0.4675","0.0295"
"0500000US42029","Chester County, Pennsylvania","0.4766","0.0151"
"0500000US42033","Clearfield County, Pennsylvania","0.4019","0.0287"
"0500000US42037","Columbia County, Pennsylvania","0.4511","0.0266"
"0500000US42039","Crawford County, Pennsylvania","0.4100","0.0228"
"0500000US42041","Cumberland County, Pennsylvania","0.4257","0.0188"
"0500000US42043","Dauphin County, Pennsylvania","0.4599","0.0205"
"0500000US42045","Delaware County, Pennsylvania","0.4924","0.0128"
"0500000US42049","Erie County, Pennsylvania","0.4524","0.0144"
"0500000US42051","Fayette County, Pennsylvania","0.4761","0.0356"
"0500000US42055","Franklin County, Pennsylvania","0.3971","0.0319"
"0500000US42063","Indiana County, Pennsylvania","0.4385","0.0241"
"0500000US42069","Lackawanna County, Pennsylvania","0.4587","0.0180"
"0500000US42071","Lancaster County, Pennsylvania","0.4453","0.0162"
"0500000US42073","Lawrence County, Pennsylvania","0.4538","0.0264"
"0500000US42075","Lebanon County, Pennsylvania","0.3989","0.0180"
"0500000US42077","Lehigh County, Pennsylvania","0.4498","0.0164"
"0500000US42079","Luzerne County, Pennsylvania","0.4435","0.0147"
"0500000US42081","Lycoming County, Pennsylvania","0.4543","0.0265"
"0500000US42085","Mercer County, Pennsylvania","0.4146","0.0233"
"0500000US42089","Monroe County, Pennsylvania","0.4410","0.0342"
"0500000US42091","Montgomery County, Pennsylvania","0.4613","0.0089"
"0500000US42095","Northampton County, Pennsylvania","0.4274","0.0159"
"0500000US42097","Northumberland County, Pennsylvania","0.4098","0.0171"
"0500000US42101","Philadelphia County, Pennsylvania","0.5288","0.0130"
"0500000US42107","Schuylkill County, Pennsylvania","0.4207","0.0221"
"0500000US42111","Somerset County, Pennsylvania","0.4131","0.0196"
"0500000US42125","Washington County, Pennsylvania","0.4601","0.0190"
"0500000US42129","Westmoreland County, Pennsylvania","0.4543","0.0148"
"0500000US42133","York County, Pennsylvania","0.4190","0.0178"
"0500000US44003","Kent County, Rhode Island","0.4203","0.0279"
"0500000US44005","Newport County, Rhode Island","0.5021","0.0393"
"0500000US44007","Providence County, Rhode Island","0.4571","0.0130"
"0500000US44009","Washington County, Rhode Island","0.4373","0.0292"
"0500000US45003","Aiken County, South Carolina","0.4403","0.0233"
"0500000US45007","Anderson County, South Carolina","0.4676","0.0246"
"0500000US45013","Beaufort County, South Carolina","0.4873","0.0300"
"0500000US45015","Berkeley County, South Carolina","0.4382","0.0319"
"0500000US45019","Charleston County, South Carolina","0.4937","0.0168"
"0500000US45031","Darlington County, South Carolina","0.4692","0.0308"
"0500000US45035","Dorchester County, South Carolina","0.3983","0.0185"
"0500000US45041","Florence County, South Carolina","0.4681","0.0265"
"0500000US45045","Greenville County, South Carolina","0.4662","0.0137"
"0500000US45047","Greenwood County, South Carolina","0.4819","0.0370"
"0500000US45051","Horry County, South Carolina","0.4260","0.0132"
"0500000US45055","Kershaw County, South Carolina","0.4525","0.0284"
"0500000US45057","Lancaster County, South Carolina","0.4586","0.0362"
"0500000US45059","Laurens County, South Carolina","0.5109","0.0475"
"0500000US45063","Lexington County, South Carolina","0.4554","0.0199"
"0500000US45073","Oconee County, South Carolina","0.5023","0.0556"
"0500000US45075","Orangeburg County, South Carolina","0.5003","0.0591"
"0500000US45077","Pickens County, South Carolina","0.4388","0.0277"
"0500000US45079","Richland County, South Carolina","0.4915","0.0154"
"0500000US45083","Spartanburg County, South Carolina","0.4462","0.0180"
"0500000US45085","Sumter County, South Carolina","0.4356","0.0288"
"0500000US45091","York County, South Carolina","0.4465","0.0189"
"0500000US46099","Minnehaha County, South Dakota","0.4235","0.0181"
"0500000US46103","Pennington County, South Dakota","0.4525","0.0281"
"0500000US47001","Anderson County, Tennessee","0.4414","0.0245"
"0500000US47009","Blount County, Tennessee","0.4277","0.0262"
"0500000US47011","Bradley County, Tennessee","0.4310","0.0232"
"0500000US47037","Davidson County, Tennessee","0.4819","0.0113"
"0500000US47059","Greene County, Tennessee","0.4586","0.0420"
"0500000US47065","Hamilton County, Tennessee","0.4749","0.0138"
"0500000US47093","Knox County, Tennessee","0.4844","0.0140"
"0500000US47113","Madison County, Tennessee","0.4302","0.0266"
"0500000US47119","Maury County, Tennessee","0.4029","0.0296"
"0500000US47125","Montgomery County, Tennessee","0.4088","0.0228"
"0500000US47141","Putnam County, Tennessee","0.4577","0.0360"
"0500000US47147","Robertson County, Tennessee","0.4244","0.0444"
"0500000US47149","Rutherford County, Tennessee","0.4035","0.0225"
"0500000US47155","Sevier County, Tennessee","0.4490","0.0422"
"0500000US47157","Shelby County, Tennessee","0.5167","0.0130"
"0500000US47163","Sullivan County, Tennessee","0.4552","0.0303"
"0500000US47165","Sumner County, Tennessee","0.4411","0.0367"
"0500000US47179","Washington County, Tennessee","0.4958","0.0278"
"0500000US47187","Williamson County, Tennessee","0.4548","0.0275"
"0500000US47189","Wilson County, Tennessee","0.4168","0.0269"
"0500000US48005","Angelina County, Texas","0.3991","0.0293"
"0500000US48021","Bastrop County, Texas","0.4713","0.0594"
"0500000US48027","Bell County, Texas","0.4624","0.0193"
"0500000US48029","Bexar County, Texas","0.4615","0.0090"
"0500000US48037","Bowie County, Texas","0.4975","0.0541"
"0500000US48039","Brazoria County, Texas","0.4194","0.0220"
"0500000US48041","Brazos County, Texas","0.4984","0.0228"
"0500000US48061","Cameron County, Texas","0.4676","0.0157"
"0500000US48085","Collin County, Texas","0.4295","0.0105"
"0500000US48091","Comal County, Texas","0.4353","0.0258"
"0500000US48099","Coryell County, Texas","0.4296","0.0422"
"0500000US48113","Dallas County, Texas","0.4980","0.0076"
"0500000US48121","Denton County, Texas","0.4277","0.0110"
"0500000US48135","Ector County, Texas","0.4208","0.0224"
"0500000US48139","Ellis County, Texas","0.4120","0.0259"
"0500000US48141","El Paso County, Texas","0.4510","0.0138"
"0500000US48157","Fort Bend County, Texas","0.4290","0.0187"
"0500000US48167","Galveston County, Texas","0.4460","0.0167"
"0500000US48181","Grayson County, Texas","0.4484","0.0248"
"0500000US48183","Gregg County, Texas","0.4695","0.0354"
"0500000US48187","Guadalupe County, Texas","0.3824","0.0225"
"0500000US48201","Harris County, Texas","0.4988","0.0059"
"0500000US48203","Harrison County, Texas","0.5070","0.0653"
"0500000US48209","Hays County, Texas","0.4450","0.0257"
"0500000US48213","Henderson County, Texas","0.4899","0.0454"
"0500000US48215","Hidalgo County, Texas","0.4762","0.0128"
"0500000US48231","Hunt County, Texas","0.4267","0.0241"
"0500000US48245","Jefferson County, Texas","0.4678","0.0209"
"0500000US48251","Johnson County, Texas","0.4083","0.0249"
"0500000US48257","Kaufman County, Texas","0.3924","0.0239"
"0500000US48291","Liberty County, Texas","0.4691","0.0315"
"0500000US48303","Lubbock County, Texas","0.4650","0.0197"
"0500000US48309","McLennan County, Texas","0.4646","0.0157"
"0500000US48329","Midland County, Texas","0.4505","0.0252"
"0500000US48339","Montgomery County, Texas","0.4598","0.0170"
"0500000US48347","Nacogdoches County, Texas","0.4755","0.0572"
"0500000US48355","Nueces County, Texas","0.4399","0.0174"
"0500000US48361","Orange County, Texas","0.4208","0.0252"
"0500000US48367","Parker County, Texas","0.4249","0.0309"
"0500000US48375","Potter County, Texas","0.4634","0.0209"
"0500000US48381","Randall County, Texas","0.4363","0.0234"
"0500000US48397","Rockwall County, Texas","0.3973","0.0315"
"0500000US48409","San Patricio County, Texas","0.4740","0.0376"
"0500000US48423","Smith County, Texas","0.4545","0.0246"
"0500000US48439","Tarrant County, Texas","0.4550","0.0072"
"0500000US48441","Taylor County, Texas","0.4598","0.0372"
"0500000US48451","Tom Green County, Texas","0.4556","0.0350"
"0500000US48453","Travis County, Texas","0.4802","0.0103"
"0500000US48469","Victoria County, Texas","0.4584","0.0386"
"0500000US48471","Walker County, Texas","0.4396","0.0399"
"0500000US48479","Webb County, Texas","0.4478","0.0246"
"0500000US48485","Wichita County, Texas","0.4450","0.0301"
"0500000US48491","Williamson County, Texas","0.3865","0.0110"
"0500000US48497","Wise County, Texas","0.4075","0.0320"
"0500000US49005","Cache County, Utah","0.4180","0.0271"
"0500000US49011","Davis County, Utah","0.3842","0.0178"
"0500000US49035","Salt Lake County, Utah","0.4298","0.0098"
"0500000US49045","Tooele County, Utah","0.3328","0.0298"
"0500000US49049","Utah County, Utah","0.4178","0.0133"
"0500000US49053","Washington County, Utah","0.4572","0.0342"
"0500000US49057","Weber County, Utah","0.3968","0.0201"
"0500000US50007","Chittenden County, Vermont","0.4410","0.0173"
"0500000US51003","Albemarle County, Virginia","0.4644","0.0272"
"0500000US51013","Arlington County, Virginia","0.4639","0.0185"
"0500000US51015","Augusta County, Virginia","0.3743","0.0269"
"0500000US51019","Bedford County, Virginia","0.4566","0.0327"
"0500000US51041","Chesterfield County, Virginia","0.4114","0.0156"
"0500000US51059","Fairfax County, Virginia","0.4252","0.0084"
"0500000US51061","Fauquier County, Virginia","0.4231","0.0327"
"0500000US51069","Frederick County, Virginia","0.3816","0.0342"
"0500000US51085","Hanover County, Virginia","0.4032","0.0321"
"0500000US51087","Henrico County, Virginia","0.4703","0.0167"
"0500000US51095","James City County, Virginia","0.3834","0.0295"
"0500000US51107","Loudoun County, Virginia","0.3863","0.0155"
"0500000US51121","Montgomery County, Virginia","0.4840","0.0285"
"0500000US51153","Prince William County, Virginia","0.3987","0.0181"
"0500000US51161","Roanoke County, Virginia","0.4251","0.0256"
"0500000US51165","Rockingham County, Virginia","0.4068","0.0302"
"0500000US51177","Spotsylvania County, Virginia","0.4084","0.0291"
"0500000US51179","Stafford County, Virginia","0.3748","0.0225"
"0500000US51199","York County, Virginia","0.4101","0.0351"
"0500000US51510","Alexandria city, Virginia","0.4509","0.0199"
"0500000US51550","Chesapeake city, Virginia","0.4269","0.0278"
"0500000US51650","Hampton city, Virginia","0.4393","0.0280"
"0500000US51680","Lynchburg city, Virginia","0.4287","0.0342"
"0500000US51700","Newport News city, Virginia","0.4559","0.0352"
"0500000US51710","Norfolk city, Virginia","0.4677","0.0227"
"0500000US51740","Portsmouth city, Virginia","0.4612","0.0395"
"0500000US51760","Richmond city, Virginia","0.5601","0.0253"
"0500000US51770","Roanoke city, Virginia","0.4855","0.0321"
"0500000US51800","Suffolk city, Virginia","0.4315","0.0302"
"0500000US51810","Virginia Beach city, Virginia","0.4066","0.0119"
"0500000US53005","Benton County, Washington","0.4199","0.0186"
"0500000US53007","Chelan County, Washington","0.4655","0.0416"
"0500000US53009","Clallam County, Washington","0.4068","0.0255"
"0500000US53011","Clark County, Washington","0.4152","0.0118"
"0500000US53015","Cowlitz County, Washington","0.4530","0.0305"
"0500000US53021","Franklin County, Washington","0.4136","0.0318"
"0500000US53025","Grant County, Washington","0.4225","0.0320"
"0500000US53027","Grays Harbor County, Washington","0.4439","0.0351"
"0500000US53029","Island County, Washington","0.4131","0.0288"
"0500000US53033","King County, Washington","0.4672","0.0058"
"0500000US53035","Kitsap County, Washington","0.3989","0.0167"
"0500000US53041","Lewis County, Washington","0.4208","0.0290"
"0500000US53045","Mason County, Washington","0.4230","0.0435"
"0500000US53053","Pierce County, Washington","0.4087","0.0104"
"0500000US53057","Skagit County, Washington","0.4233","0.0249"
"0500000US53061","Snohomish County, Washington","0.4102","0.0114"
"0500000US53063","Spokane County, Washington","0.4550","0.0197"
"0500000US53067","Thurston County, Washington","0.4185","0.0174"
"0500000US53073","Whatcom County, Washington","0.4195","0.0214"
"0500000US53077","Yakima County, Washington","0.4335","0.0284"
"0500000US54003","Berkeley County, West Virginia","0.4134","0.0250"
"0500000US54011","Cabell County, West Virginia","0.4929","0.0271"
"0500000US54033","Harrison County, West Virginia","0.4177","0.0173"
"0500000US54039","Kanawha County, West Virginia","0.4821","0.0244"
"0500000US54061","Monongalia County, West Virginia","0.5073","0.0263"
"0500000US54081","Raleigh County, West Virginia","0.4716","0.0508"
"0500000US54107","Wood County, West Virginia","0.4686","0.0337"
"0500000US55009","Brown County, Wisconsin","0.4310","0.0215"
"0500000US55025","Dane County, Wisconsin","0.4385","0.0150"
"0500000US55027","Dodge County, Wisconsin","0.3911","0.0213"
"0500000US55035","Eau Claire County, Wisconsin","0.4272","0.0340"
"0500000US55039","Fond du Lac County, Wisconsin","0.3948","0.0305"
"0500000US55055","Jefferson County, Wisconsin","0.3914","0.0186"
"0500000US55059","Kenosha County, Wisconsin","0.4084","0.0211"
"0500000US55063","La Crosse County, Wisconsin","0.4418","0.0346"
"0500000US55071","Manitowoc County, Wisconsin","0.4143","0.0263"
"0500000US55073","Marathon County, Wisconsin","0.4174","0.0290"
"0500000US55079","Milwaukee County, Wisconsin","0.4621","0.0089"
"0500000US55087","Outagamie County, Wisconsin","0.4043","0.0182"
"0500000US55089","Ozaukee County, Wisconsin","0.4687","0.0361"
"0500000US55097","Portage County, Wisconsin","0.4603","0.0368"
"0500000US55101","Racine County, Wisconsin","0.4430","0.0203"
"0500000US55105","Rock County, Wisconsin","0.4034","0.0200"
"0500000US55109","St. Croix County, Wisconsin","0.4028","0.0357"
"0500000US55117","Sheboygan County, Wisconsin","0.4099","0.0301"
"0500000US55127","Walworth County, Wisconsin","0.4531","0.0235"
"0500000US55131","Washington County, Wisconsin","0.3832","0.0183"
"0500000US55133","Waukesha County, Wisconsin","0.4426","0.0149"
"0500000US55139","Winnebago County, Wisconsin","0.4339","0.0201"
"0500000US55141","Wood County, Wisconsin","0.4524","0.0470"
"0500000US56021","Laramie County, Wyoming","0.4827","0.0519"
"0500000US56025","Natrona County, Wyoming","0.4111","0.0292"
"0500000US72013","Arecibo Municipio, Puerto Rico","0.5116","0.0481"
"0500000US72021","Bayamón Municipio, Puerto Rico","0.4703","0.0203"
"0500000US72025","Caguas Municipio, Puerto Rico","0.5264","0.0311"
"0500000US72031","Carolina Municipio, Puerto Rico","0.5230","0.0404"
"0500000US72061","Guaynabo Municipio, Puerto Rico","0.5458","0.0345"
"0500000US72097","Mayagüez Municipio, Puerto Rico","0.6592","0.0689"
"0500000US72113","Ponce Municipio, Puerto Rico","0.5900","0.0188"
"0500000US72127","San Juan Municipio, Puerto Rico","0.6138","0.0213"
"0500000US72135","Toa Alta Municipio, Puerto Rico","0.4884","0.0414"
"0500000US72137","Toa Baja Municipio, Puerto Rico","0.4752","0.0244"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","0.5064","0.0354"
